scenario,policy,scenario_seed,requests,delivered,on_time,rejected,priority_requests,priority_on_time,unfinished,travel_ticks,distance,energy_used,energy_charged,delay,reward,on_time_rate,completion_rate,priority_service,distance_per_delivery,mean_delay,latency_median_ms
energy_constraint,deadline,1003081,32,19,12,9,9,5,4,76,66,66,50,68,-10.200000000000014,0.375,0.59375,0.5555555555555556,3.473684210526316,3.5789473684210527,0.006630000001450753
energy_constraint,deadline,1003082,22,18,7,2,11,6,2,77,64,64,50,96,129.14999999999992,0.3181818181818182,0.8181818181818182,0.5454545454545454,3.5555555555555554,5.333333333333333,0.006530000007387571
energy_constraint,deadline,1003083,30,18,7,7,8,4,5,76,67,67,56,118,-43.99000000000001,0.23333333333333334,0.6,0.5,3.7222222222222223,6.555555555555555,0.0065050000159772026
energy_constraint,deadline,1003084,27,21,8,4,10,6,2,77,65,65,50,129,106.59999999999994,0.2962962962962963,0.7777777777777778,0.6,3.0952380952380953,6.142857142857143,0.007015999983650545
energy_constraint,deadline,1003085,27,18,10,5,3,0,4,75,73,73,60,68,7.149999999999977,0.37037037037037035,0.6666666666666666,0.0,4.055555555555555,3.7777777777777777,0.0078770000015993
energy_constraint,deadline,1003086,31,16,5,10,9,4,5,78,64,64,48,112,-75.97,0.16129032258064516,0.5161290322580645,0.4444444444444444,4.0,7.0,0.007596500012141405
energy_constraint,deadline,1003087,26,17,4,6,6,1,3,77,74,74,54,101,19.089999999999982,0.15384615384615385,0.6538461538461539,0.16666666666666666,4.352941176470588,5.9411764705882355,0.007936999992352867
energy_constraint,deadline,1003088,31,19,6,8,6,2,4,76,65,65,56,133,-28.14,0.1935483870967742,0.6129032258064516,0.3333333333333333,3.4210526315789473,7.0,0.00689500004114052
energy_constraint,deadline,1003089,31,17,6,10,10,2,4,78,64,64,50,107,-73.69999999999997,0.1935483870967742,0.5483870967741935,0.2,3.764705882352941,6.294117647058823,0.00676999999882355
energy_constraint,deadline,1003090,33,19,5,10,7,1,4,76,65,65,54,166,-56.06000000000002,0.15151515151515152,0.5757575757575758,0.14285714285714285,3.4210526315789473,8.736842105263158,0.00680499996974504
energy_constraint,deadline,1003091,35,17,5,13,8,1,5,77,65,65,54,139,-147.56,0.14285714285714285,0.4857142857142857,0.125,3.823529411764706,8.176470588235293,0.006799999994200334
energy_constraint,deadline,1003092,32,18,6,10,7,0,4,74,68,68,58,158,-111.37,0.1875,0.5625,0.0,3.7777777777777777,8.777777777777779,0.006995499973072583
energy_constraint,deadline,1003093,32,21,7,9,7,2,2,77,67,67,52,158,-4.430000000000022,0.21875,0.65625,0.2857142857142857,3.1904761904761907,7.523809523809524,0.006694999996170736
energy_constraint,deadline,1003094,25,19,8,2,7,3,4,77,70,70,52,98,87.61999999999998,0.32,0.76,0.42857142857142855,3.6842105263157894,5.157894736842105,0.006720000016002814
energy_constraint,deadline,1003095,36,19,9,12,7,3,5,77,66,66,52,112,-91.18,0.25,0.5277777777777778,0.42857142857142855,3.473684210526316,5.894736842105263,0.0067900000146892125
energy_constraint,deadline,1003096,26,19,9,3,4,1,4,72,68,68,58,90,52.83000000000003,0.34615384615384615,0.7307692307692307,0.25,3.5789473684210527,4.7368421052631575,0.006925500002807894
energy_constraint,deadline,1003097,26,18,8,4,10,4,4,74,67,67,58,134,55.92999999999999,0.3076923076923077,0.6923076923076923,0.4,3.7222222222222223,7.444444444444445,0.006734999999480351
energy_constraint,deadline,1003098,28,17,7,6,10,5,5,76,65,65,52,135,-8.980000000000018,0.25,0.6071428571428571,0.5,3.823529411764706,7.9411764705882355,0.006795000018655628
energy_constraint,deadline,1003099,27,18,9,4,6,5,5,77,63,63,50,115,50.900000000000006,0.3333333333333333,0.6666666666666666,0.8333333333333334,3.5,6.388888888888889,0.006680000012693199
energy_constraint,deadline,1003100,31,19,7,9,9,3,3,76,67,67,54,143,12.039999999999985,0.22580645161290322,0.6129032258064516,0.3333333333333333,3.526315789473684,7.526315789473684,0.006845500024610374
energy_constraint,deadline,1003101,35,21,8,12,6,1,2,78,64,64,46,147,-58.19,0.22857142857142856,0.6,0.16666666666666666,3.0476190476190474,7.0,0.007080000017367638
energy_constraint,deadline,1003102,30,19,10,8,5,1,3,75,61,61,48,98,-9.070000000000018,0.3333333333333333,0.6333333333333333,0.2,3.210526315789474,5.157894736842105,0.0068899999803306855
energy_constraint,deadline,1003103,33,18,5,12,10,2,3,77,63,63,50,188,-76.84999999999998,0.15151515151515152,0.5454545454545454,0.2,3.5,10.444444444444445,0.006960999996863393
energy_constraint,deadline,1003104,27,20,8,4,10,2,3,76,62,62,54,110,97.63999999999996,0.2962962962962963,0.7407407407407407,0.2,3.1,5.5,0.006955500026606387
energy_constraint,deadline,1003105,27,18,14,4,5,3,5,76,65,65,52,27,22.6700000000001,0.5185185185185185,0.6666666666666666,0.6,3.611111111111111,1.5,0.0069159999895873625
energy_constraint,deadline,1003106,38,20,9,16,7,3,2,77,63,63,52,133,-80.97999999999998,0.23684210526315788,0.5263157894736842,0.42857142857142855,3.15,6.65,0.007210999967810494
energy_constraint,deadline,1003107,33,19,7,9,9,4,5,76,73,73,54,156,-94.01000000000002,0.21212121212121213,0.5757575757575758,0.4444444444444444,3.8421052631578947,8.210526315789474,0.0070404999803486135
energy_constraint,deadline,1003108,26,16,7,4,4,2,6,78,66,66,52,95,-29.43000000000002,0.2692307692307692,0.6153846153846154,0.5,4.125,5.9375,0.006635000005417169
energy_constraint,deadline,1003109,23,19,10,0,3,0,4,73,65,65,54,20,85.39000000000009,0.43478260869565216,0.8260869565217391,0.0,3.4210526315789473,1.0526315789473684,0.006625000025906047
energy_constraint,deadline,1003110,25,17,10,3,8,3,5,77,65,65,52,38,71.82000000000004,0.4,0.68,0.375,3.823529411764706,2.235294117647059,0.006659999996827537
energy_constraint,deadline,1003111,27,19,7,6,7,5,2,78,66,66,50,140,73.84999999999997,0.25925925925925924,0.7037037037037037,0.7142857142857143,3.473684210526316,7.368421052631579,0.006715499978326989
energy_constraint,deadline,1003112,24,17,6,4,2,0,3,74,68,68,54,115,29.140000000000008,0.25,0.7083333333333334,0.0,4.0,6.764705882352941,0.007621999998264073
energy_constraint,deadline,1003113,22,16,6,1,4,0,5,76,64,64,48,81,8.879999999999967,0.2727272727272727,0.7272727272727273,0.0,4.0,5.0625,0.014481500016927384
energy_constraint,deadline,1003114,35,18,8,13,6,2,4,73,63,63,56,109,-111.88999999999999,0.22857142857142856,0.5142857142857142,0.3333333333333333,3.5,6.055555555555555,0.006785500005435097
energy_constraint,deadline,1003115,34,20,10,9,9,3,5,76,69,69,52,130,-56.379999999999974,0.29411764705882354,0.5882352941176471,0.3333333333333333,3.45,6.5,0.006835500016677543
energy_constraint,deadline,1003116,25,18,11,4,4,3,3,80,63,63,48,103,28.930000000000035,0.44,0.72,0.75,3.5,5.722222222222222,0.006705000004103567
energy_constraint,deadline,1003117,40,23,12,15,11,8,2,74,66,66,54,152,6.040000000000022,0.3,0.575,0.7272727272727273,2.869565217391304,6.608695652173913,0.006765000023278844
energy_constraint,deadline,1003118,27,17,9,5,6,1,5,78,68,68,54,75,7.4900000000000375,0.3333333333333333,0.6296296296296297,0.16666666666666666,4.0,4.411764705882353,0.006745500002125482
energy_constraint,deadline,1003119,21,20,11,0,5,2,1,76,66,66,54,34,195.88999999999993,0.5238095238095238,0.9523809523809523,0.4,3.3,1.7,0.006749999982957888
energy_constraint,deadline,1003120,28,16,7,7,7,3,5,76,66,66,56,112,-39.78999999999999,0.25,0.5714285714285714,0.42857142857142855,4.125,7.0,0.006730499961804526
energy_constraint,deadline,1003121,34,17,6,13,10,2,4,73,73,73,60,141,-142.84999999999997,0.17647058823529413,0.5,0.2,4.294117647058823,8.294117647058824,0.006950999988930562
energy_constraint,deadline,1003122,23,15,8,3,6,2,5,78,62,62,48,65,18.72999999999996,0.34782608695652173,0.6521739130434783,0.3333333333333333,4.133333333333334,4.333333333333333,0.006819999981644287
energy_constraint,deadline,1003123,31,19,11,8,5,3,4,79,68,68,50,51,23.10000000000001,0.3548387096774194,0.6129032258064516,0.6,3.5789473684210527,2.6842105263157894,0.006544500024574518
energy_constraint,deadline,1003124,22,21,13,0,5,4,1,74,61,61,48,59,202.17999999999998,0.5909090909090909,0.9545454545454546,0.8,2.9047619047619047,2.8095238095238093,0.0067199999875811045
energy_constraint,deadline,1003125,23,21,11,1,6,3,1,77,67,67,54,60,147.33999999999995,0.4782608695652174,0.9130434782608695,0.5,3.1904761904761907,2.857142857142857,0.006619999993517922
energy_constraint,deadline,1003126,30,21,10,7,11,3,2,77,62,62,46,127,58.76000000000012,0.3333333333333333,0.7,0.2727272727272727,2.9523809523809526,6.0476190476190474,0.006940499986285431
energy_constraint,deadline,1003127,28,20,10,4,5,2,4,80,66,66,46,88,49.11000000000003,0.35714285714285715,0.7142857142857143,0.4,3.3,4.4,0.0067800000067563815
energy_constraint,deadline,1003128,25,17,6,3,8,2,5,78,63,63,52,117,55.720000000000056,0.24,0.68,0.25,3.7058823529411766,6.882352941176471,0.006855999998833795
energy_constraint,deadline,1003129,29,19,5,8,5,1,2,78,70,70,56,178,0.609999999999979,0.1724137931034483,0.6551724137931034,0.2,3.6842105263157894,9.368421052631579,0.006740499998159066
energy_constraint,deadline,1003130,28,19,8,5,7,4,4,79,67,67,50,93,38.550000000000004,0.2857142857142857,0.6785714285714286,0.5714285714285714,3.526315789473684,4.894736842105263,0.006745000007413182
energy_constraint,deadline,1003131,28,21,10,5,8,3,2,75,65,65,50,91,113.3,0.35714285714285715,0.75,0.375,3.0952380952380953,4.333333333333333,0.006710000008069983
energy_constraint,deadline,1003132,32,19,8,8,3,0,5,75,70,70,58,128,-29.77000000000001,0.25,0.59375,0.0,3.6842105263157894,6.7368421052631575,0.006714999983614689
energy_constraint,deadline,1003133,29,20,6,6,8,3,3,82,63,63,50,154,40.79999999999999,0.20689655172413793,0.6896551724137931,0.375,3.15,7.7,0.007301000010784264
energy_constraint,deadline,1003134,26,17,7,5,6,2,4,80,66,66,52,96,-10.380000000000003,0.2692307692307692,0.6538461538461539,0.3333333333333333,3.8823529411764706,5.647058823529412,0.006770499965114141
energy_constraint,deadline,1003135,35,19,5,12,6,0,4,74,66,66,50,141,-114.39999999999998,0.14285714285714285,0.5428571428571428,0.0,3.473684210526316,7.421052631578948,0.007074999984979513
energy_constraint,deadline,1003136,33,17,7,12,11,6,4,78,68,68,48,145,-76.82000000000001,0.21212121212121213,0.5151515151515151,0.5454545454545454,4.0,8.529411764705882,0.006765000023278844
energy_constraint,deadline,1003137,30,19,3,6,8,1,5,78,62,62,48,159,-50.57,0.1,0.6333333333333333,0.125,3.263157894736842,8.368421052631579,0.006699999971715442
energy_constraint,deadline,1003138,25,18,9,4,5,3,3,79,61,61,48,103,67.88000000000002,0.36,0.72,0.6,3.388888888888889,5.722222222222222,0.006495000036466081
energy_constraint,deadline,1003139,37,19,7,13,9,3,5,77,64,64,52,182,-156.23000000000002,0.1891891891891892,0.5135135135135135,0.3333333333333333,3.3684210526315788,9.578947368421053,0.006795000018655628
energy_constraint,deadline,1003140,39,21,13,14,13,9,4,76,66,66,52,83,-17.629999999999995,0.3333333333333333,0.5384615384615384,0.6923076923076923,3.142857142857143,3.9523809523809526,0.006820500004778296
energy_constraint,deadline,1003141,32,18,5,11,10,2,3,75,67,67,60,179,-95.40000000000005,0.15625,0.5625,0.2,3.7222222222222223,9.944444444444445,0.006824999985610702
energy_constraint,deadline,1003142,30,19,7,10,9,2,1,77,69,69,56,173,-49.34000000000003,0.23333333333333334,0.6333333333333333,0.2222222222222222,3.6315789473684212,9.105263157894736,0.006865499983632617
energy_constraint,deadline,1003143,34,18,7,12,5,3,4,81,66,66,52,136,-83.17999999999999,0.20588235294117646,0.5294117647058824,0.6,3.6666666666666665,7.555555555555555,0.006810000002133165
energy_constraint,deadline,1003144,31,20,7,7,9,3,4,78,68,68,52,114,3.1699999999999733,0.22580645161290322,0.6451612903225806,0.3333333333333333,3.4,5.7,0.006880000000819564
energy_constraint,deadline,1003145,31,16,6,9,9,1,6,76,67,67,50,102,-132.05,0.1935483870967742,0.5161290322580645,0.1111111111111111,4.1875,6.375,0.006640000009383584
energy_constraint,deadline,1003146,21,17,6,0,3,0,4,77,66,66,52,107,60.67,0.2857142857142857,0.8095238095238095,0.0,3.8823529411764706,6.294117647058823,0.006910500019330357
energy_constraint,deadline,1003147,27,16,5,7,6,1,4,77,67,67,58,155,-41.31999999999998,0.18518518518518517,0.5925925925925926,0.16666666666666666,4.1875,9.6875,0.007110000012744422
energy_constraint,deadline,1003148,28,19,11,4,5,3,5,78,64,64,52,71,35.51999999999998,0.39285714285714285,0.6785714285714286,0.6,3.3684210526315788,3.736842105263158,0.006951000017352271
energy_constraint,deadline,1003149,23,15,8,1,2,0,7,75,68,68,62,64,-27.579999999999984,0.34782608695652173,0.6521739130434783,0.0,4.533333333333333,4.266666666666667,0.00680499999816675
energy_constraint,planner,1003000,26,19,14,2,15,10,5,74,60,60,55,19,184.35000000000014,0.5384615384615384,0.7307692307692307,0.6666666666666666,3.1578947368421053,1.0,0.006794999990233919
energy_constraint,planner,1003001,26,20,11,6,7,5,0,68,59,59,49,69,107.49000000000001,0.4230769230769231,0.7692307692307693,0.7142857142857143,2.95,3.45,0.0066650000007939525
energy_constraint,planner,1003002,24,15,9,2,4,2,7,54,51,51,41,61,7.110000000000042,0.375,0.625,0.5,3.4,4.066666666666666,0.02035600002159299
energy_constraint,planner,1003003,19,19,11,0,2,1,0,74,58,58,48,33,173.9800000000001,0.5789473684210527,1.0,0.5,3.0526315789473686,1.736842105263158,0.006525000003421155
energy_constraint,planner,1003004,30,14,8,9,8,1,7,61,51,51,45,68,-202.5,0.26666666666666666,0.4666666666666667,0.125,3.642857142857143,4.857142857142857,0.008917999991808756
energy_constraint,planner,1003005,26,11,4,8,8,3,7,47,41,41,37,75,-132.57999999999998,0.15384615384615385,0.4230769230769231,0.375,3.727272727272727,6.818181818181818,0.020906999992575948
energy_constraint,planner,1003006,42,18,6,17,9,1,7,66,57,57,52,128,-212.57999999999998,0.14285714285714285,0.42857142857142855,0.1111111111111111,3.1666666666666665,7.111111111111111,0.008487999991757533
energy_constraint,planner,1003007,22,19,12,0,8,5,3,73,66,66,52,27,169.46999999999997,0.5454545454545454,0.8636363636363636,0.625,3.473684210526316,1.4210526315789473,0.006865500012054326
energy_constraint,planner,1003008,25,17,11,4,4,2,4,66,58,58,48,63,45.38000000000003,0.44,0.68,0.5,3.411764705882353,3.7058823529411766,0.006969999986949915
energy_constraint,planner,1003009,22,19,16,0,6,4,3,76,68,68,52,11,179.32000000000002,0.7272727272727273,0.8636363636363636,0.6666666666666666,3.5789473684210527,0.5789473684210527,0.006759999990890719
energy_constraint,planner,1003010,28,17,14,4,6,1,7,56,50,50,41,15,-34.039999999999935,0.5,0.6071428571428571,0.16666666666666666,2.9411764705882355,0.8823529411764706,0.009964500009118638
energy_constraint,planner,1003011,39,20,8,14,14,2,5,74,62,62,53,85,-116.02000000000001,0.20512820512820512,0.5128205128205128,0.14285714285714285,3.1,4.25,0.006980999984307346
energy_constraint,planner,1003012,24,19,10,1,8,6,4,74,60,60,51,84,137.81,0.4166666666666667,0.7916666666666666,0.75,3.1578947368421053,4.421052631578948,0.006995999996206592
energy_constraint,planner,1003013,25,13,8,5,11,5,7,46,47,47,38,64,-147.67,0.32,0.52,0.45454545454545453,3.6153846153846154,4.923076923076923,0.02128200000584002
energy_constraint,planner,1003014,39,17,10,15,11,7,7,61,51,51,45,49,-128.95,0.2564102564102564,0.4358974358974359,0.6363636363636364,3.0,2.8823529411764706,0.01029100002369887
energy_constraint,planner,1003015,28,16,12,5,7,4,7,60,56,56,47,33,-55.53000000000003,0.42857142857142855,0.5714285714285714,0.5714285714285714,3.5,2.0625,0.0093589999607957
energy_constraint,planner,1003016,31,20,8,8,10,2,3,74,62,62,46,115,-10.54000000000002,0.25806451612903225,0.6451612903225806,0.2,3.1,5.75,0.007035500004803907
energy_constraint,planner,1003017,27,17,9,6,12,5,4,69,60,60,55,66,-7.0,0.3333333333333333,0.6296296296296297,0.4166666666666667,3.5294117647058822,3.8823529411764706,0.007019999998192361
energy_constraint,planner,1003018,35,19,10,13,10,3,3,76,65,65,54,102,-111.46000000000001,0.2857142857142857,0.5428571428571428,0.3,3.4210526315789473,5.368421052631579,0.006830499984289418
energy_constraint,planner,1003019,21,19,13,0,6,5,2,76,62,62,46,34,185.26,0.6190476190476191,0.9047619047619048,0.8333333333333334,3.263157894736842,1.7894736842105263,0.006615000017973216
energy_constraint,planner,1003020,34,13,7,15,12,3,6,50,47,47,38,55,-244.62,0.20588235294117646,0.38235294117647056,0.25,3.6153846153846154,4.230769230769231,0.02106200000184799
energy_constraint,planner,1003021,33,5,5,18,7,2,10,19,17,17,17,0,-512.63,0.15151515151515152,0.15151515151515152,0.2857142857142857,3.4,0.0,0.03494749998367297
energy_constraint,planner,1003022,36,18,11,13,10,6,5,75,63,63,55,80,-99.44999999999995,0.3055555555555556,0.5,0.6,3.5,4.444444444444445,0.006849999977021071
energy_constraint,planner,1003023,32,17,7,11,8,2,4,77,62,62,50,95,-78.50000000000003,0.21875,0.53125,0.25,3.6470588235294117,5.588235294117647,0.00685050000015508
energy_constraint,planner,1003024,34,12,4,17,4,0,5,50,40,40,37,114,-274.3299999999999,0.11764705882352941,0.35294117647058826,0.0,3.3333333333333335,9.5,0.020876999997199164
energy_constraint,planner,1003025,33,8,8,15,8,3,10,32,28,28,28,0,-363.9699999999998,0.24242424242424243,0.24242424242424243,0.375,3.5,0.0,0.03432700003713762
energy_constraint,planner,1003026,25,19,16,0,6,5,6,67,55,55,46,12,107.11000000000007,0.64,0.76,0.8333333333333334,2.8947368421052633,0.631578947368421,0.008528500018201157
energy_constraint,planner,1003027,23,18,6,2,2,1,3,76,63,63,48,120,60.679999999999986,0.2608695652173913,0.782608695652174,0.5,3.5,6.666666666666667,0.006925000008095594
energy_constraint,planner,1003028,26,5,5,11,6,0,10,19,19,19,19,0,-409.96000000000015,0.19230769230769232,0.19230769230769232,0.0,3.8,0.0,0.034747999990258904
energy_constraint,planner,1003029,29,8,5,11,8,2,10,36,30,30,30,17,-285.5,0.1724137931034483,0.27586206896551724,0.25,3.75,2.125,0.02182749997814426
energy_constraint,planner,1003030,34,14,5,13,4,2,7,47,43,43,33,109,-193.32000000000002,0.14705882352941177,0.4117647058823529,0.5,3.0714285714285716,7.785714285714286,0.021346999972138292
energy_constraint,planner,1003031,34,12,7,14,8,4,8,46,39,39,30,62,-243.70000000000002,0.20588235294117646,0.35294117647058826,0.5,3.25,5.166666666666667,0.021772999986069408
energy_constraint,planner,1003032,35,18,10,11,15,7,6,71,63,63,57,110,-67.12999999999995,0.2857142857142857,0.5142857142857142,0.4666666666666667,3.5,6.111111111111111,0.0069499999995059625
energy_constraint,planner,1003033,35,10,6,18,12,1,7,44,37,37,34,71,-448.26,0.17142857142857143,0.2857142857142857,0.08333333333333333,3.7,7.1,0.022098000016512742
energy_constraint,planner,1003034,28,7,6,11,6,1,10,34,28,28,28,3,-337.81999999999994,0.21428571428571427,0.25,0.16666666666666666,4.0,0.42857142857142855,0.022148999988758078
energy_constraint,planner,1003035,30,19,9,6,8,2,5,75,66,66,54,53,37.49,0.3,0.6333333333333333,0.25,3.473684210526316,2.789473684210526,0.006710000008069983
energy_constraint,planner,1003036,33,15,10,10,5,1,8,54,46,46,43,63,-193.36999999999998,0.30303030303030304,0.45454545454545453,0.2,3.066666666666667,4.2,0.020996499983994
energy_constraint,planner,1003037,29,11,6,11,10,3,7,51,43,43,31,73,-288.24,0.20689655172413793,0.3793103448275862,0.3,3.909090909090909,6.636363636363637,0.02107600002432264
energy_constraint,planner,1003038,26,14,10,6,6,4,6,49,41,41,35,75,-46.549999999999955,0.38461538461538464,0.5384615384615384,0.6666666666666666,2.9285714285714284,5.357142857142857,0.02097149996416192
energy_constraint,planner,1003039,22,19,7,1,4,1,2,77,69,69,52,104,93.96999999999998,0.3181818181818182,0.8636363636363636,0.25,3.6315789473684212,5.473684210526316,0.006890000008752395
energy_constraint,planner,1003040,30,13,10,7,7,3,10,50,40,40,40,13,-151.69999999999996,0.3333333333333333,0.43333333333333335,0.42857142857142855,3.076923076923077,1.0,0.011992999986887298
energy_constraint,planner,1003041,29,16,6,9,7,3,4,76,60,60,56,108,-22.440000000000023,0.20689655172413793,0.5517241379310345,0.42857142857142855,3.75,6.75,0.006905500015363941
energy_constraint,planner,1003042,26,16,10,3,14,6,7,64,50,50,43,36,-26.519999999999968,0.38461538461538464,0.6153846153846154,0.42857142857142855,3.125,2.25,0.00916350003876687
energy_constraint,planner,1003043,27,19,9,3,4,3,5,74,62,62,51,72,49.60999999999994,0.3333333333333333,0.7037037037037037,0.75,3.263157894736842,3.789473684210526,0.007175500002176705
energy_constraint,planner,1003044,31,19,8,7,5,3,5,71,61,61,57,86,-13.230000000000011,0.25806451612903225,0.6129032258064516,0.6,3.210526315789474,4.526315789473684,0.006695000024592446
energy_constraint,planner,1003045,37,21,10,11,12,6,5,77,71,71,53,104,0.5300000000000011,0.2702702702702703,0.5675675675675675,0.5,3.380952380952381,4.9523809523809526,0.007151000005478636
energy_constraint,planner,1003046,30,20,11,6,8,4,4,77,62,62,51,80,35.90999999999999,0.36666666666666664,0.6666666666666666,0.5,3.1,4.0,0.007561500012798206
energy_constraint,planner,1003047,30,13,7,11,9,3,6,48,40,40,33,40,-179.76999999999992,0.23333333333333334,0.43333333333333335,0.3333333333333333,3.076923076923077,3.076923076923077,0.02141700002766811
energy_constraint,planner,1003048,33,11,5,15,8,2,7,45,37,37,37,77,-329.88,0.15151515151515152,0.3333333333333333,0.25,3.3636363636363638,7.0,0.021682999999939057
energy_constraint,planner,1003049,32,16,9,9,8,3,7,61,54,54,50,68,-164.19999999999996,0.28125,0.5,0.375,3.375,4.25,0.01144250001061664
energy_constraint,planner,1003050,28,8,6,10,11,4,10,41,31,31,31,17,-333.3899999999998,0.21428571428571427,0.2857142857142857,0.36363636363636365,3.875,2.125,0.02243349999275779
energy_constraint,planner,1003051,29,16,7,7,6,3,6,61,53,53,44,85,-91.35999999999999,0.2413793103448276,0.5517241379310345,0.5,3.3125,5.3125,0.016895500010605247
energy_constraint,planner,1003052,28,13,7,8,5,1,7,48,41,41,29,57,-192.86,0.25,0.4642857142857143,0.2,3.1538461538461537,4.384615384615385,0.021071999981359113
energy_constraint,planner,1003053,27,21,14,2,10,7,4,70,65,65,52,54,159.3200000000001,0.5185185185185185,0.7777777777777778,0.7,3.0952380952380953,2.5714285714285716,0.007290999974429724
energy_constraint,planner,1003054,20,19,9,0,3,2,1,75,68,68,54,85,144.13999999999996,0.45,0.95,0.6666666666666666,3.5789473684210527,4.473684210526316,0.006980500018016755
energy_constraint,planner,1003055,28,17,10,7,4,2,4,52,44,44,38,120,-83.91999999999996,0.35714285714285715,0.6071428571428571,0.5,2.588235294117647,7.0588235294117645,0.021102000005157606
energy_constraint,planner,1003056,20,20,10,0,2,1,0,77,65,65,50,74,166.89999999999995,0.5,1.0,0.5,3.25,3.7,0.006775499997502266
energy_constraint,planner,1003057,25,17,7,6,6,3,2,74,65,65,44,83,44.989999999999995,0.28,0.68,0.5,3.823529411764706,4.882352941176471,0.006775000002789966
energy_constraint,planner,1003058,32,9,4,16,9,4,7,36,28,28,24,83,-282.60999999999996,0.125,0.28125,0.4444444444444444,3.111111111111111,9.222222222222221,0.021306999997250387
energy_constraint,planner,1003059,27,22,11,2,4,2,3,75,65,65,49,88,139.49000000000007,0.4074074074074074,0.8148148148148148,0.5,2.9545454545454546,4.0,0.007060000001501976
energy_constraint,planner,1003060,36,14,8,15,9,3,7,49,37,37,29,55,-252.25999999999993,0.2222222222222222,0.3888888888888889,0.3333333333333333,2.642857142857143,3.9285714285714284,0.021377500019070794
energy_constraint,planner,1003061,33,20,8,9,6,2,4,74,58,58,44,107,-37.75999999999996,0.24242424242424243,0.6060606060606061,0.3333333333333333,2.9,5.35,0.007006000004139423
energy_constraint,planner,1003062,32,10,8,12,7,1,10,42,38,38,38,2,-329.4200000000002,0.25,0.3125,0.14285714285714285,3.8,0.2,0.021432500005857946
energy_constraint,planner,1003063,27,12,7,8,5,4,7,44,41,41,33,79,-137.17000000000002,0.25925925925925924,0.4444444444444444,0.8,3.4166666666666665,6.583333333333333,0.021277000001873603
energy_constraint,planner,1003064,34,10,4,17,7,1,7,51,43,43,33,104,-400.67000000000013,0.11764705882352941,0.29411764705882354,0.14285714285714285,4.3,10.4,0.020876999997199164
energy_constraint,planner,1003065,27,15,7,6,6,2,6,62,50,50,47,105,-108.68,0.25925925925925924,0.5555555555555556,0.3333333333333333,3.3333333333333335,7.0,0.010140499995259233
energy_constraint,planner,1003066,22,4,4,8,6,1,10,22,20,20,20,0,-384.9500000000002,0.18181818181818182,0.18181818181818182,0.16666666666666666,5.0,0.0,0.03461700001139434
energy_constraint,planner,1003067,26,12,5,7,7,3,7,37,34,34,22,86,-149.43,0.19230769230769232,0.46153846153846156,0.42857142857142855,2.8333333333333335,7.166666666666667,0.02147250000916756
energy_constraint,planner,1003068,29,8,5,11,7,1,10,37,31,31,31,23,-306.68999999999994,0.1724137931034483,0.27586206896551724,0.14285714285714285,3.875,2.875,0.0219425000125284
energy_constraint,planner,1003069,35,7,4,18,5,1,10,41,29,29,29,22,-396.66,0.11428571428571428,0.2,0.2,4.142857142857143,3.142857142857143,0.02138300001774951
energy_constraint,planner,1003070,21,7,7,4,6,1,10,33,29,29,29,0,-238.86,0.3333333333333333,0.3333333333333333,0.16666666666666666,4.142857142857143,0.0,0.021251999982041525
energy_constraint,planner,1003071,24,13,8,4,5,2,7,57,49,49,44,35,-66.70999999999998,0.3333333333333333,0.5416666666666666,0.4,3.769230769230769,2.6923076923076925,0.012793999985660776
energy_constraint,planner,1003072,25,17,7,3,3,2,5,77,62,62,46,84,25.510000000000026,0.28,0.68,0.6666666666666666,3.6470588235294117,4.9411764705882355,0.007295999978396139
energy_constraint,planner,1003073,25,21,12,1,5,5,3,75,62,62,50,73,158.10000000000002,0.48,0.84,1.0,2.9523809523809526,3.4761904761904763,0.006959999979017084
energy_constraint,planner,1003074,28,19,9,6,9,2,3,74,62,62,50,108,79.89999999999996,0.32142857142857145,0.6785714285714286,0.2222222222222222,3.263157894736842,5.684210526315789,0.006705499998815867
energy_constraint,planner,1003075,35,14,6,14,8,4,7,61,51,51,42,100,-235.87999999999997,0.17142857142857143,0.4,0.5,3.642857142857143,7.142857142857143,0.018332999985659626
energy_constraint,planner,1003076,18,11,7,0,3,0,7,55,45,45,41,13,-82.03999999999996,0.3888888888888889,0.6111111111111112,0.0,4.090909090909091,1.1818181818181819,0.009499000015011916
energy_constraint,planner,1003077,35,17,10,11,10,6,7,60,54,54,48,49,-117.32000000000001,0.2857142857142857,0.4857142857142857,0.6,3.176470588235294,2.8823529411764706,0.010696000003918016
energy_constraint,planner,1003078,30,17,11,6,6,3,7,65,57,57,54,29,-14.110000000000014,0.36666666666666664,0.5666666666666667,0.5,3.3529411764705883,1.7058823529411764,0.006865500012054326
energy_constraint,planner,1003079,27,2,2,15,4,0,10,10,10,10,10,0,-515.4999999999995,0.07407407407407407,0.07407407407407407,0.0,5.0,0.0,0.03459699999552868
energy_constraint,planner,1003080,27,13,7,8,9,3,6,42,42,42,36,84,-158.89,0.25925925925925924,0.48148148148148145,0.3333333333333333,3.230769230769231,6.461538461538462,0.021117000017056853
energy_constraint,planner,1003081,32,12,7,13,9,1,7,37,33,33,31,41,-257.34,0.21875,0.375,0.1111111111111111,2.75,3.4166666666666665,0.020851500011076496
